Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g3946	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10494310;10494322;10494864;10494864;10495021;10495192;10495192	10494792;10494792;10494945;10495095;10495095;10495661;10495661	+;+;+;+;+;+;+	1185	428	1032	480	926	674	557	523	509	989	1004	800	942	491	737	498	467	853	1154	562	1433	833	882	1154	988	1230	394	177	596	582	1170	594	705	2397	593	394	962	605	781
g3947	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10499902;10500164;10502469;10502648;10503081	10500018;10500212;10502531;10502712;10503173	+;+;+;+;+	387	104	0	187	210	110	73	139	277	65	424	176	154	53	157	86	136	136	300	449	207	287	271	772	301	894	17	12	20	181	31	56	318	531	174	56	267	118	263
g3948	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10529371;10529371;10529577;10529577;10529998	10529479;10529479;10529860;10529856;10530004	+;+;+;+;+	400	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	8	0	83	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0
g3949	ptg000004l	10536600	10537682	+	1083	3032	7718	5258	8745	6240	5823	4309	3436	5732	9191	7364	12901	3451	6213	3459	4984	6744	9344	6627	16352	8386	5038	12691	6865	11619	2473	1372	3919	4057	8163	5175	10506	21675	7132	4550	10681	11686	11259
g3950	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10543842;10543842;10544060;10544060;10544307;10544307;10544751;10544751;10544938;10544938;10545345;10545345;10545582;10545582;10547294;10547294	10543892;10543892;10544117;10544117;10544394;10544394;10544796;10544796;10544973;10544973;10545416;10545416;10545694;10545694;10547378;10547372	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	549	2412	3211	2182	4040	3273	1997	2424	2377	3239	4710	4015	5103	2085	2994	1659	2213	3758	4431	5195	7188	5679	4268	6632	6070	8692	1876	710	2587	3024	5287	3176	5586	11702	4578	2642	6642	4898	6065
g3951	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10547665;10547788;10547999;10549925;10550169	10547667;10547908;10548102;10550056;10550195	+;+;+;+;+	387	518	1257	869	1534	1514	999	365	547	880	1045	1195	1075	762	1216	450	731	1607	1705	1330	1837	1712	978	2258	1207	3258	381	194	554	788	1442	780	2058	3470	1344	740	2229	1738	1486
g3952	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10551075;10552818;10556665;10557089;10557268	10551153;10552930;10556736;10557124;10557312	+;+;+;+;+	345	206	210	131	207	79	74	15	23	81	63	234	364	58	50	36	70	207	268	362	422	423	420	473	426	705	2	6	13	115	8	18	550	871	243	166	327	448	534
g3953	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10577706;10577814;10577823;10578493;10578493;10579011;10579011;10579690;10579690;10580110;10580110	10577708;10577916;10577916;10578710;10578710;10579558;10579558;10580027;10580027;10580633;10580633	+;+;+;+;+;+;+;+;+;+;+	1734	14	48	43	121	18	12	8	2	36	70	143	0	89	266	32	76	115	191	20	89	57	13	45	45	33	62	27	24	91	217	72	20	32	368	129	365	55	11
g3954	ptg000004l;ptg000004l;ptg000004l;ptg000004l	10584099;10586265;10586455;10590123	10584645;10586340;10586570;10590637	+;+;+;+	1254	972	2443	1426	3499	2302	1813	2324	2356	3159	4444	5425	4116	1925	2716	1141	1370	2472	4203	1285	6041	1604	1026	2124	2156	1690	992	324	1019	1673	3356	1755	1098	2581	5434	3600	1878	907	1940
g3955	ptg000004l	10612613	10614205	-	1593	52	228	156	389	124	145	53	116	112	147	112	162	108	201	76	79	266	301	108	270	89	107	283	113	323	106	52	77	207	122	159	87	200	93	39	191	108	103
g3956	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10616129;10616817;10617073;10617335;10622424	10616507;10616899;10617236;10617512;10622660	-;-;-;-;-	1041	632	2229	2134	3631	1095	1206	523	492	1013	532	723	1450	1278	1736	857	631	3175	3352	1262	2728	1642	1494	1398	1101	4099	807	613	1267	1072	829	708	1939	2364	719	490	332	732	1183
g3957	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10640092;10640775;10641030;10641290;10641658	10640470;10640905;10641193;10641467;10641894	-;-;-;-;-	1089	7	19	21	37	20	23	113	92	7	155	112	209	158	165	90	56	24	11	666	367	393	897	612	715	2848	290	105	508	364	462	255	1005	1916	264	235	197	419	932
g3958	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10713939;10714177;10715404;10715577;10715837;10718349	10714079;10714272;10715478;10715681;10715947;10718516	+;+;+;+;+;+	696	8	82	22	53	19	59	138	82	67	114	26	193	5	31	81	33	12	91	60	198	80	110	173	124	382	44	10	48	26	26	53	212	246	164	70	60	39	82
g3959	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10876750;10877064;10877512;10878386;10878591;10879499;10879621;10879904	10876977;10877180;10877620;10878467;10878798;10879525;10879791;10880089	-;-;-;-;-;-;-;-	1128	8	1	0	2	2	0	0	12	1	1	6	0	27	8	4	13	32	33	29	27	28	0	12	19	33	10	0	17	20	13	11	14	23	0	0	44	28	13
g3960	ptg000004l;ptg000004l	10936451;10953175	10937056;10953537	+;+	969	352	847	520	1378	950	825	646	459	540	993	1226	696	458	787	495	363	580	983	606	1154	714	647	1454	778	1585	356	165	459	426	1013	692	916	1949	1092	905	571	294	703
g3961	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	10957035;10957212;10958021;10965755;10966152	10957092;10957309;10958084;10965851;10966230	+;+;+;+;+	396	369	485	513	1243	380	485	1851	1823	2117	1440	1656	2112	960	1311	1094	403	452	785	2413	3072	2014	1894	2670	1036	7403	586	278	1026	925	1153	560	2856	4010	2647	1716	974	797	4720
g3962	ptg000004l;ptg000004l;ptg000004l;ptg000004l	10967164;10967453;10968222;10970870	10967256;10967560;10968445;10971251	-;-;-;-	807	2973	8545	4418	9896	5521	6134	8631	6713	6018	9897	8907	11486	5748	7088	4163	3005	5807	9783	7068	17234	7183	6364	8858	7889	13783	4059	1867	5615	6700	9845	7663	7969	15542	7380	4580	5523	4599	15594
g3963	ptg000004l;ptg000004l;ptg000004l	11034116;11035148;11037308	11034552;11035274;11037595	-;-;-	852	952	2160	7631	1621	1516	2744	1319	375	2160	977	724	2346	1629	3372	1579	855	10277	4600	2799	3975	16694	1361	10202	8668	1488	3023	6927	1686	1140	1043	2420	662	9561	776	562	450	326	1045
g3964	ptg000004l;ptg000004l	11061997;11062711	11062504;11062790	-;-	588	8	15	16	197	20	21	62	27	64	171	265	3	131	56	88	4	11	67	0	134	51	0	47	2	15	23	5	56	46	342	68	0	4	229	78	1	0	12
g3965	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11077939;11077939;11077978;11077978;11078642;11078642;11078642;11078642;11078956;11078956;11078956;11078956;11085453;11085453;11085468;11085468;11085711;11085711;11085711;11085711;11085910;11085910;11085910;11085910;11086128;11086128;11086128;11086128;11086405;11086405;11086405;11086405;11086699;11086699;11086699;11086699	11078313;11078313;11078313;11078313;11078731;11078731;11078731;11078731;11079060;11079060;11079060;11079060;11085623;11085623;11085623;11085623;11085809;11085809;11085809;11085809;11086038;11086038;11086038;11086038;11086307;11086307;11086307;11086307;11086521;11086521;11086521;11086521;11086878;11086878;11086878;11086878	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1446	482	1108	616	1011	868	679	597	423	930	1101	1190	687	978	1169	611	839	1242	2211	930	1665	1256	673	1818	1151	1885	663	310	1145	1313	1943	1418	1510	2632	1371	1207	1636	1182	852
g3966	ptg000004l;ptg000004l;ptg000004l	11119027;11120148;11122121	11119119;11122047;11122554	+;+;+	2427	1631	7424	1902	3885	3437	3652	2151	2658	1360	4197	4856	1786	1972	4615	3131	1820	3072	5291	2230	3758	4823	2552	4068	3256	5183	1809	894	1953	2688	4393	4566	4167	10090	1864	1118	3537	3175	3736
g3967	ptg000004l;ptg000004l	11126962;11127208	11127109;11127467	+;+	408	226	1709	982	3029	796	692	938	688	715	1344	2486	1258	1611	2447	903	1744	2532	2877	1422	2869	1695	656	4077	733	1358	645	291	1156	941	2179	1355	331	1344	1959	1684	690	868	1583
g3968	ptg000004l;ptg000004l	11135465;11141392	11135616;11141548	+;+	309	509	1294	1031	1750	1150	752	571	476	586	1395	1182	1061	739	1459	398	783	1349	1734	1599	1800	1137	1061	2531	1362	1708	746	250	500	926	1649	1011	1287	3796	1303	852	1486	936	1725
g3969	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11143656;11143656;11145266;11145266;11145863;11145863;11146295;11146298;11146460;11146460	11143711;11143711;11145522;11145522;11145950;11145950;11146364;11146364;11146513;11146513	+;+;+;+;+;+;+;+;+;+	525	304	1614	488	1236	723	539	1033	882	1368	2695	2475	3082	1363	1869	1196	944	1419	2418	1794	4445	2242	1106	2264	1853	2645	1695	691	1007	1500	2668	1386	2749	5988	2113	1404	1144	1515	2481
g3970	ptg000004l;ptg000004l	11159902;11160676	11159926;11162555	+;+	1905	5468	13011	6149	12964	8852	10313	10787	9863	18443	17571	11648	16865	3626	7497	6887	5867	8091	10258	12350	20491	15728	6599	20898	10183	10574	3794	1605	5147	7403	16859	6225	20198	20698	17510	11473	12231	24775	17403
g3971	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11165039;11165247;11165435;11166084;11166617;11166982;11169815;11182735;11184192;11184342;11184522;11191203;11191408;11192202	11165122;11165321;11165491;11166200;11166733;11167104;11169904;11182860;11184245;11184416;11184629;11191274;11191470;11192366	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1326	1153	3521	1915	3426	1989	1784	2218	1937	2950	4691	4730	3731	1671	2650	1275	1621	2883	3943	2773	5402	3898	2746	3853	3448	4486	1699	729	1890	2413	3850	2207	2995	6894	3201	1794	3432	3405	3206
g3972	ptg000004l;ptg000004l	11216737;11217032	11216948;11217035	+;+	216	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3973	ptg000004l	11245075	11245224	+	150	650	2712	966	3897	1852	1313	1456	865	2452	2492	2962	204	2645	3137	1156	645	2338	2624	939	2849	1283	670	2396	2187	1463	366	161	475	1642	2703	942	1663	3398	5991	4158	613	405	348
g3974	ptg000004l;ptg000004l;ptg000004l	11262496;11263270;11263545	11263149;11263442;11263734	+;+;+	1017	99440	277955	174997	111104	135238	137758	39028	26030	62972	123112	82560	249503	96233	136994	76125	100715	247638	278387	129080	345736	166489	102208	141686	156423	61657	47865	24138	31030	68574	60103	140271	157262	665080	64593	38809	296428	391091	70521
g3975	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11271660;11272320;11276549;11276952;11285443;11285883;11293157;11294305	11271963;11272384;11276712;11277159;11285769;11285969;11293786;11294814	+;+;+;+;+;+;+;+	2295	1447	3430	2017	2830	1730	1848	2864	2055	1695	3840	2432	4515	1066	2829	1976	1985	2118	3596	4158	5581	4490	2864	6058	2915	8695	1507	580	1718	1510	2664	2543	6622	12359	4819	3157	3417	2743	4736
g3976	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11318671;11318827;11319019;11319217;11320163;11321229	11318739;11318902;11319067;11319337;11320282;11321303	-;-;-;-;-;-	510	849	4605	2884	4912	2571	2213	2454	2427	2517	5949	5695	2790	2759	4827	2440	1498	1809	4728	4097	5549	1689	1997	2144	4255	4567	1719	999	1737	2285	4627	2737	2792	7896	5798	4008	1957	833	3101
g3977	ptg000004l	11333846	11334109	+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3978	ptg000004l;ptg000004l	11347796;11367223	11347888;11367972	+;+	843	6862	23553	13906	20756	13020	11079	8680	7315	9875	17630	15078	23276	10525	16255	8623	10464	20095	26036	15125	33801	17870	10818	19226	17950	29788	7535	3837	8142	9323	14116	13322	14961	38300	12434	6103	16381	14064	15303
g3979	ptg000004l;ptg000004l;ptg000004l;ptg000004l	11368676;11369149;11369324;11370367	11368785;11369221;11369463;11370742	-;-;-;-	699	2976	11902	5734	12675	4858	8169	8584	7966	8788	6998	7265	5749	4412	4526	3446	1056	4129	7398	7931	10161	5331	11760	8810	6384	24842	5770	2648	16646	11564	19413	16887	10078	15287	7314	5672	3067	2526	14589
g3980	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11373427;11373511;11374467;11374467;11379830;11379830	11373574;11373574;11375494;11375494;11379916;11379916	+;+;+;+;+;+	1263	533	1618	1202	1942	1263	925	1056	1028	1553	1403	1292	1651	614	1411	755	895	1536	1767	1710	2265	1643	1382	3064	1603	2346	667	267	676	804	1235	984	1866	3279	1249	938	1630	2039	1604
g3981	ptg000004l;ptg000004l;ptg000004l;ptg000004l	11410961;11410979;11411515;11411515	11411150;11411150;11411870;11411870	+;+;+;+	546	196	433	529	641	1344	421	988	713	373	2829	1670	1220	575	1662	547	787	2451	1984	4032	1795	940	1759	5869	2706	1032	122	104	236	283	446	415	1316	3015	5062	2746	4107	3516	2096
g3982	ptg000004l;ptg000004l	11569985;11572080	11570313;11572122	-;-	372	0	18	0	1	4	5	19	35	18	0	24	25	6	2	4	2	0	0	0	31	0	0	0	1	0	2	1	19	43	32	5	38	92	22	31	13	0	0
g3983	ptg000004l;ptg000004l	11693842;11694130	11694022;11694692	+;+	744	1508	299	513	101	546	53	746	292	262	453	1226	489	43	191	10	580	4317	855	8051	532	2079	1820	15205	1575	403	3	14	21	6	22	55	277	606	36	38	3017	5800	861
g3984	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11697361;11702256;11702264;11703692;11703692;11703921;11703921;11704133;11704133	11697458;11703220;11703220;11703806;11703806;11704035;11704035;11704233;11704233	-;-;-;-;-;-;-;-;-	1394	477	789	565	676	507	405	577	582	594	981	797	978	367	613	350	359	551	941	794	1345	684	901	1012	790	1350	256	165	462	415	651	484	797	1873	806	584	994	681	1052
g3985	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11764291;11768099;11770877;11771110;11771484;11772828;11773561;11773834;11777038;11777227;11778471;11780348;11780847;11781141;11781631;11784044;11784410;11794612;11795783;11795918	11765291;11768585;11770964;11771291;11771620;11772894;11773732;11773948;11777113;11777409;11778631;11780447;11781039;11781427;11781749;11784188;11784502;11794685;11795833;11796215	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4029	567	1598	637	1176	1214	1217	628	968	832	2067	2367	1946	775	1456	979	925	1221	2107	1149	2721	1722	776	3175	1289	3394	488	276	527	516	1382	611	1327	2776	2030	1363	1261	1560	933
g3986	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11797721;11797935;11798086;11798245;11798870;11799007;11800498	11797850;11797997;11798136;11798329;11798933;11799223;11801195	-;-;-;-;-;-;-	1308	458	1056	385	693	676	627	535	582	613	1167	1072	1949	1195	2441	1349	1417	1817	3061	1456	3144	1462	1463	2679	1049	4452	1048	384	1023	1042	1330	1188	3094	5379	1358	1022	1013	1565	2322
g3987	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11807314;11807590;11808125;11809153;11809459;11810023;11810305;11811122;11811464;11811676;11811929;11812275;11813993;11814162;11814385;11814598;11814758;11814994;11816298;11817117;11817337;11817607;11817883;11818141;11818561	11807512;11807756;11808313;11809248;11809587;11810202;11810415;11811268;11811556;11811840;11812163;11812402;11814088;11814257;11814458;11814667;11814867;11815162;11816410;11817240;11817520;11817765;11817996;11818320;11818640	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3408	2448	8755	4063	7734	4424	5828	5197	3687	4106	7842	5915	9274	3416	6964	5467	5124	6228	11542	6718	12690	7165	5582	11601	5734	21082	3855	1737	3578	3432	6578	5214	9028	17680	9429	6325	5871	5282	10443
g3988	ptg000004l	11832296	11833372	-	1077	189	211	184	357	359	224	339	364	359	509	281	248	180	392	139	109	144	321	239	428	150	217	337	205	540	113	44	85	63	316	93	588	1189	464	313	281	115	420
g3989	ptg000004l	11843143	11843382	-	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3990	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11845875;11846342;11847177;11849089;11849693;11849893;11850150;11850620;11850803;11851074;11851292;11852125;11852352	11846063;11846449;11847305;11849263;11849740;11849966;11850267;11850708;11850978;11851187;11851362;11852171;11852435	-;-;-;-;-;-;-;-;-;-;-;-;-	1422	2387	3618	2709	3574	2236	1860	1765	1499	1993	2825	2317	3476	1579	2737	1693	2054	3476	5573	3644	5055	4151	3184	6127	4282	8187	1764	863	1725	2029	2974	2667	4310	10139	2961	1760	3972	3269	4041
g3991	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11855717;11870347;11871614;11871869;11872712;11872933;11873115;11874532;11875383;11875602	11855837;11870423;11871775;11872002;11872842;11872977;11873212;11874639;11875439;11875676	+;+;+;+;+;+;+;+;+;+	1008	72	118	102	78	91	62	68	48	68	139	77	208	157	247	35	302	220	312	292	365	233	124	333	138	166	118	36	155	183	107	142	198	642	80	114	310	250	166
g3992	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11885776;11886523;11886731;11887619;11887900;11888906	11886230;11886646;11886864;11887754;11888219;11889026	-;-;-;-;-;-	1290	536	2722	860	2464	1549	1262	1641	814	1117	2609	2500	1968	1754	2814	1625	1252	1535	3286	1895	3722	1604	826	1942	1918	3366	548	389	971	915	2106	1228	1540	3086	3604	2240	1182	839	2460
g3993	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	11893400;11895303;11898606;11900607;11901272	11893621;11895456;11898814;11900780;11901358	+;+;+;+;+	846	10787	20518	13106	16877	12686	10276	9500	8585	9832	18657	19013	29193	9426	13680	8077	10593	15978	20170	20556	38619	21160	13888	23240	20785	25552	6437	2968	7045	8937	14659	9983	20561	43562	13298	8013	26625	29507	28026
g3994	ptg000004l	11903368	11904039	-	672	1199	4166	3237	6126	4292	2639	3184	2179	5284	5327	5282	4169	2749	5003	1486	2719	5013	5331	3100	6918	6569	2135	5260	4871	6397	1178	502	1585	1583	5498	3843	4499	13662	9858	5465	4373	3669	2701
g3995	ptg000004l	12068476	12070491	+	2016	1989	7244	4057	7234	4011	4049	3155	2686	3481	6172	5333	6497	3061	5506	3083	4018	5461	7684	4530	9558	5416	4109	7302	5412	9719	2657	1417	3144	3229	6153	4807	4718	13491	5845	3503	4521	4110	6813
g3996	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12072712;12072887;12085011;12085249;12085806	12072768;12073013;12085161;12085294;12085844	+;+;+;+;+	420	56	15	80	109	14	4	51	11	96	17	10	30	17	13	21	15	26	26	541	47	390	265	616	602	1182	2	2	8	7	22	25	168	269	111	87	3	0	9
g3997	ptg000004l;ptg000004l;ptg000004l;ptg000004l	12088475;12089003;12089606;12089606	12089513;12089513;12091077;12091077	+;+;+;+	2511	105	3	122	129	7	1	167	6	140	22	89	24	0	12	8	25	24	0	613	24	915	124	4240	345	579	3	0	0	2	19	2	409	1076	191	156	3	9	0
g3998	ptg000004l	12095420	12095806	+	387	23	68	69	118	24	50	87	15	50	84	28	31	11	71	62	61	30	110	92	42	81	72	348	59	285	23	14	40	12	38	52	87	204	117	63	66	2	90
g3999	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12110051;12110240;12112546;12118660;12118952;12119483;12120190	12110107;12110366;12112659;12118858;12118997;12119558;12120518	+;+;+;+;+;+;+	948	465	949	444	667	642	565	534	391	652	838	1024	1239	488	941	351	425	941	1420	3116	1727	4136	2452	3911	3214	8413	522	186	664	724	1023	924	1358	2445	1213	689	822	594	719
g4000	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12306555;12306555;12307458;12307458;12307684;12307684;12308001;12308001;12309426	12307245;12307245;12307592;12307592;12307893;12307893;12309289;12309328;12309590	-;-;-;-;-;-;-;-;-	2529	9108	10629	10286	9302	10897	9667	4039	4062	4292	24177	9463	18423	3593	7223	3954	5181	9023	16171	9539	22016	26395	22946	40143	29392	47944	2584	1048	3130	3594	10960	6903	9248	31499	8133	5532	21261	30131	15307
g4001	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12324075;12324370;12325049;12325201;12326611;12328237;12329502;12331668;12331823;12332267	12324286;12324437;12325110;12325350;12326787;12328449;12331231;12331733;12331892;12332917	+;+;+;+;+;+;+;+;+;+	3399	115	51	27	61	63	32	37	69	37	82	80	38	39	56	29	33	51	226	63	77	66	25	43	63	18	0	1	22	42	52	12	33	47	48	36	34	50	52
g4002	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12334913;12337315;12343816;12344099;12344347;12349532	12335104;12337401;12343959;12344185;12344418;12351499	+;+;+;+;+;+	2550	988	2568	1467	2610	1677	1757	1612	1399	1904	3210	2481	3194	1133	2222	1238	1309	1966	3224	2569	4327	2573	2155	4420	2574	5447	1145	554	1540	1129	2734	1748	3391	7794	3674	2138	2082	1809	3065
g4003	ptg000004l	12361131	12361853	-	723	81	286	93	1140	8122	2632	1393	444	7710	857	3038	43	3584	2794	1362	764	1146	1418	21	3627	923	34	10021	174	1204	54	43	57	109	3253	298	192	135	75611	48111	47	53	129
g4004	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12384423;12385870;12386830;12387275;12387739;12387975;12388579;12388869;12389201;12389422;12389997	12384500;12385976;12386927;12387427;12387850;12388479;12388679;12389111;12389315;12389626;12390553	+;+;+;+;+;+;+;+;+;+;+	2274	8	110	31	149	136	69	187	103	215	464	311	43	71	215	59	20	36	181	28	114	61	11	26	121	70	17	9	16	117	257	68	37	138	230	191	2	19	25
g4005	ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l;ptg000004l	12391657;12391874;12391918;12392388;12392388;12392788;12392788;12392983;12392983;12393518;12393518;12393688;12393688;12393909;12393909;12394057;12394057;12394282;12394282;12394435;12394435;12394845;12394845;12395052;12395052;12397198;12397198;12397436;12397436;12397587;12397587	12391700;12392218;12392218;12392500;12392500;12392863;12392863;12393135;12393135;12393595;12393595;12393768;12393768;12393974;12393974;12394122;12394122;12394332;12394332;12394518;12394518;12394945;12394945;12395193;12395193;12397295;12397295;12397505;12397505;12397685;12397685	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1667	1922	7134	4264	9965	4066	4377	5232	3875	5746	7093	7494	6139	3481	5892	3526	3177	4622	7664	4835	9620	5127	5366	9734	4333	15606	2564	1282	3834	3666	8883	4406	6502	10432	7621	5720	3134	3416	9560
