	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED]	g3499	uncharacterized protein LOC127804778	1113	1	1.21E-254	95.95						PTHR33924 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	g3500	-	324									no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED]	g3501	hypothetical protein NMG60_11027480	1005	1	1.9E-94	68.87						IPR024752 (PFAM); PTHR46250 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3502	uncharacterized protein LOC127805002	1536	20	0.0	96.48	5	P:GO:0000055; P:GO:0015031; F:GO:0043023; C:GO:0005634; C:GO:0005737	P:ribosomal large subunit export from nucleus; P:protein transport; F:ribosomal large subunit binding; C:nucleus; C:cytoplasm			Coil (COILS); IPR048898 (PFAM); IPR007064 (PFAM); IPR048899 (PFAM); IPR039768 (PANTHER)	P:GO:0000055; F:GO:0043023; C:GO:0005634; C:GO:0005737	P:ribosomal large subunit export from nucleus; F:ribosomal large subunit binding; C:nucleus; C:cytoplasm
true	[INTERPRO, BLASTED]	g3503	probable disease resistance protein At4g27220 isoform X2	1413	9	2.04E-187	75.19						PF23247 (PFAM); IPR055414 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR050905 (PANTHER); SSF52058 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g3504	probable disease resistance protein At4g27220 isoform X2	387	5	1.11E-51	69.59						IPR027417 (G3DSA:3.40.50.GENE3D); IPR050905 (PANTHER); IPR027417 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3505	acyl-coenzyme A oxidase, peroxisomal isoform X1	2082	12	0.0	93.65	6	P:GO:0033540; P:GO:0055088; F:GO:0003997; F:GO:0005504; F:GO:0071949; C:GO:0005777	P:fatty acid beta-oxidation using acyl-CoA oxidase; P:lipid homeostasis; F:acyl-CoA oxidase activity; F:fatty acid binding; F:FAD binding; C:peroxisome	EC:1.3.3.6	acyl-CoA oxidase	G3DSA:1.20.140.10:FF:000010 (FUNFAM); G3DSA:1.20.140.10:FF:000025 (FUNFAM); G3DSA:2.40.110.10:FF:000005 (FUNFAM); IPR055060 (PFAM); IPR012258 (PIRSF); IPR002655 (PFAM); G3DSA:1.20.140.10 (GENE3D); IPR046373 (G3DSA:2.40.110.GENE3D); G3DSA:1.20.140.10 (GENE3D); IPR006091 (PFAM); PIRSR000168-2 (PIRSR); PIRSR634183-2 (PIRSR); PIRSR634183-3 (PIRSR); PIRSR634180-1 (PIRSR); PIRSR000168-1 (PIRSR); PIRSR634178-1 (PIRSR); IPR012258 (PANTHER); IPR009100 (SUPERFAMILY); IPR036250 (SUPERFAMILY); IPR036250 (SUPERFAMILY)	P:GO:0006631; P:GO:0006635; P:GO:0033540; P:GO:0055088; F:GO:0003997; F:GO:0005504; F:GO:0016627; F:GO:0050660; F:GO:0071949; C:GO:0005777	P:fatty acid metabolic process; P:fatty acid beta-oxidation; P:fatty acid beta-oxidation using acyl-CoA oxidase; P:lipid homeostasis; F:acyl-CoA oxidase activity; F:fatty acid binding; F:oxidoreductase activity, acting on the CH-CH group of donors; F:flavin adenine dinucleotide binding; F:FAD binding; C:peroxisome
true	[INTERPRO, BLASTED]	g3506	protein ALTERED PHOSPHATE STARVATION RESPONSE 1 isoform X1	2187	2	0.0	94.22						IPR006867 (PFAM); IPR006868 (PFAM); PTHR21450 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g3507	protein GAMETE EXPRESSED 1	1827	1	0.0	95.89						Coil (COILS); Coil (COILS); Coil (COILS); IPR040346 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3508	uncharacterized protein LOC127805002	1536	20	0.0	96.01	5	P:GO:0000055; P:GO:0015031; F:GO:0043023; C:GO:0005634; C:GO:0005737	P:ribosomal large subunit export from nucleus; P:protein transport; F:ribosomal large subunit binding; C:nucleus; C:cytoplasm			Coil (COILS); IPR048898 (PFAM); IPR007064 (PFAM); IPR048899 (PFAM); IPR039768 (PANTHER)	P:GO:0000055; F:GO:0043023; C:GO:0005634; C:GO:0005737	P:ribosomal large subunit export from nucleus; F:ribosomal large subunit binding; C:nucleus; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	g3509	putative ETHYLENE INSENSITIVE 3-like 4 protein	633	2	2.26E-136	94.26	3	F:GO:0003677; F:GO:0003700; C:GO:0005634	F:DNA binding; F:DNA-binding transcription factor activity; C:nucleus			IPR023278 (G3DSA:1.10.3180.GENE3D); IPR047091 (PFAM); IPR023278 (G3DSA:1.10.3180.GENE3D); IPR006957 (PANTHER); IPR023278 (SUPERFAMILY)	F:GO:0003677; F:GO:0003700; C:GO:0005634	F:DNA binding; F:DNA-binding transcription factor activity; C:nucleus
true	[INTERPRO, BLASTED]	g3510	putative ETHYLENE INSENSITIVE 3-like 4 protein	207	2	1.13E-28	84.23						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	g3511	type I inositol polyphosphate 5-phosphatase 5	1332	1	3.92E-301	96.5	4	P:GO:0046856; F:GO:0004439; F:GO:0004445; F:GO:0034485	P:phosphatidylinositol dephosphorylation; F:phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity; F:inositol-polyphosphate 5-phosphatase activity; F:phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity			IPR036691 (G3DSA:3.60.10.GENE3D); IPR000300 (PFAM); IPR045849 (PANTHER); IPR036691 (SUPERFAMILY)	P:GO:0046856; F:GO:0004439; F:GO:0004445; F:GO:0016791; F:GO:0034485	P:phosphatidylinositol dephosphorylation; F:phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity; F:inositol-polyphosphate 5-phosphatase activity; F:phosphatase activity; F:phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity
true	[INTERPRO, BLASTED]	g3512	protein DOWNSTREAM OF FLC-like	333	1	8.41E-66	94.5						PF01190 (PFAM); IPR006041 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g3513	protein DOWNSTREAM OF FLC-like	501	1	6.35E-110	95.18						PF01190 (PFAM); IPR006041 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g3514	FCS-Like Zinc finger 7-like	480	1	1.25E-101	93.08						IPR007650 (PFAM); PTHR33059 (PANTHER); IPR007650 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3515	hypothetical protein Fmac_013993	3066	2	1.76E-254	53.4	3	P:GO:0006021; P:GO:0008654; F:GO:0004512	P:inositol biosynthetic process; P:phospholipid biosynthetic process; F:inositol-3-phosphate synthase activity			G3DSA:3.40.50.720:FF:000334 (FUNFAM); G3DSA:3.40.50.720:FF:000334 (FUNFAM); G3DSA:3.30.360.10:FF:000055 (FUNFAM); G3DSA:3.30.360.10 (GENE3D); G3DSA:3.30.2360.10 (GENE3D); IPR002587 (PFAM); IPR002587 (PFAM); IPR002587 (PFAM); IPR013021 (PFAM); G3DSA:3.40.50.720 (GENE3D); IPR002587 (PANTHER); IPR036291 (SUPERFAMILY); SSF55347 (SUPERFAMILY); IPR036291 (SUPERFAMILY); SSF55347 (SUPERFAMILY); IPR036291 (SUPERFAMILY)	P:GO:0006021; P:GO:0008654; F:GO:0004512	P:inositol biosynthetic process; P:phospholipid biosynthetic process; F:inositol-3-phosphate synthase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g3516	chaperone protein dnaJ 20, chloroplastic-like	483	1	3.41E-100	95.03	1	C:GO:0009507	C:chloroplast			IPR001623 (PRINTS); IPR001623 (PFAM); IPR036869 (G3DSA:1.10.287.GENE3D); IPR053232 (PANTHER); IPR018253 (PROSITE_PATTERNS); IPR001623 (PROSITE_PROFILES); IPR001623 (CDD); IPR036869 (SUPERFAMILY)	P:GO:0061077; C:GO:0009507	P:obsolete chaperone-mediated protein folding; C:chloroplast
true	[INTERPRO, BLASTED, ANNOTATED]	g3517	bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase-like isoform X2	1443	2	0.0	94.61	4	P:GO:0006520; P:GO:0009058; F:GO:0008483; F:GO:0030170	P:amino acid metabolic process; P:biosynthetic process; F:transaminase activity; F:pyridoxal phosphate binding			G3DSA:3.40.640.10:FF:000033 (FUNFAM); IPR015421 (G3DSA:3.40.640.GENE3D); IPR015422 (G3DSA:3.90.1150.GENE3D); IPR004839 (PFAM); PIRSR000517-1 (PIRSR); IPR050596 (PANTHER); IPR004838 (PROSITE_PATTERNS); cd00609 (CDD); IPR015424 (SUPERFAMILY)	P:GO:0006520; P:GO:0009058; F:GO:0003824; F:GO:0008483; F:GO:0030170	P:amino acid metabolic process; P:biosynthetic process; F:catalytic activity; F:transaminase activity; F:pyridoxal phosphate binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3518	uncharacterized protein LOC127804965	1173	1	1.15E-269	97.18	1	F:GO:0005515	F:protein binding			G3DSA:1.25.40.10:FF:000702 (FUNFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR21581 (PANTHER); IPR011990 (SUPERFAMILY)	F:GO:0005515	F:protein binding
true	[INTERPRO, BLASTED]	g3519	hypothetical protein NMG60_11027480	564	1	3.31E-51	67.38						PTHR46250 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g3520	photosynthetic NDH subunit of lumenal location 4, chloroplastic	648	1	7.29E-142	96.74	2	F:GO:0003755; C:GO:0009507	F:peptidyl-prolyl cis-trans isomerase activity; C:chloroplast			G3DSA:3.10.50.40:FF:000032 (FUNFAM); IPR001179 (PFAM); IPR046357 (G3DSA:3.10.50.GENE3D); IPR044183 (PANTHER); IPR001179 (PROSITE_PROFILES); SSF54534 (SUPERFAMILY)	F:GO:0003755; C:GO:0009507	F:peptidyl-prolyl cis-trans isomerase activity; C:chloroplast
true	[INTERPRO, BLASTED, ANNOTATED]	g3521	heavy metal-associated isoprenylated plant protein 23-like	465	1	2.76E-98	96.75	1	F:GO:0046872	F:metal ion binding			G3DSA:3.30.70.100:FF:000035 (FUNFAM); G3DSA:3.30.70.100 (GENE3D); IPR006121 (PFAM); PTHR22814 (PANTHER); IPR006121 (PROSITE_PROFILES); IPR006121 (CDD); IPR036163 (SUPERFAMILY)	F:GO:0046872	F:metal ion binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3522	protein CELLULOSE SYNTHASE INTERACTIVE 1	6303	20	0.0	93.63	4	P:GO:0051211; P:GO:2001006; F:GO:0008017; C:GO:0010330	P:anisotropic cell growth; P:regulation of cellulose biosynthetic process; F:microtubule binding; C:cellulose synthase complex			Coil (COILS); G3DSA:2.60.40.150:FF:000170 (FUNFAM); G3DSA:1.25.10.10:FF:000875 (FUNFAM); IPR000008 (PFAM); IPR011989 (G3DSA:1.25.10.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR000225 (PFAM); IPR035892 (G3DSA:2.60.40.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR011989 (G3DSA:1.25.10.GENE3D); IPR044297 (PANTHER); IPR000225 (PROSITE_PROFILES); IPR000008 (PROSITE_PROFILES); IPR000225 (PROSITE_PROFILES); cd00030 (CDD); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR016024 (SUPERFAMILY); IPR035892 (SUPERFAMILY); IPR016024 (SUPERFAMILY)	P:GO:0051211; P:GO:2001006; F:GO:0005515; F:GO:0008017; C:GO:0010330	P:anisotropic cell growth; P:regulation of cellulose biosynthetic process; F:protein binding; F:microtubule binding; C:cellulose synthase complex
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3523	actin cytoskeleton-regulatory complex protein PAN1 isoform X1	624	20	3.78E-66	75.89	1	F:GO:0003676	F:nucleic acid binding			PTHR47031 (PANTHER); IPR034257 (CDD); IPR035979 (SUPERFAMILY)	F:GO:0003676	F:nucleic acid binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3524	short-chain dehydrogenase ptmH-like	834	5	1.11E-185	93.96	2	F:GO:0016491; C:GO:0005783	F:oxidoreductase activity; C:endoplasmic reticulum	EC:1	Oxidoreductases	IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720:FF:000261 (FUNFAM); IPR002347 (PFAM); G3DSA:3.40.50.720 (GENE3D); PIRSR617711-1 (PIRSR); PIRSR611284-1 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR617711-2 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR611284-2 (PIRSR); PTHR44169 (PANTHER); IPR020904 (PROSITE_PATTERNS); cd05374 (CDD); IPR036291 (SUPERFAMILY)	F:GO:0016491; C:GO:0005783	F:oxidoreductase activity; C:endoplasmic reticulum
true	[INTERPRO, BLASTED]	g3525	hypothetical protein RHMOL_Rhmol10G0234000	243	6	1.09E-15	74.96						PTHR36067 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g3526	uncharacterized protein LOC131302426	264	8	1.17E-21	72.64						PTHR36067 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3527	uncharacterized protein LOC127803603	966	20	1.28E-238	95.33	2	F:GO:0008270; C:GO:0016020	F:zinc ion binding; C:membrane			IPR013083 (G3DSA:3.30.40.GENE3D); IPR011016 (PFAM); PTHR46347 (PANTHER); IPR011016 (PROSITE_PROFILES); cd16495 (CDD); SSF57850 (SUPERFAMILY)	F:GO:0008270	F:zinc ion binding
true	[INTERPRO, BLASTED]	g3528	uncharacterized protein LOC131298183	591	3	2.88E-24	68.47						Coil (COILS); PTHR35711 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3529	transcription factor TGA1-like isoform X1	1089	2	4.87E-229	93.65	4	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus			Coil (COILS); G3DSA:1.20.5.170:FF:000019 (FUNFAM); IPR025422 (PFAM); IPR004827 (PFAM); G3DSA:1.20.5.170 (GENE3D); PTHR45693 (PANTHER); IPR004827 (PROSITE_PATTERNS); IPR004827 (PROSITE_PROFILES); IPR025422 (PROSITE_PROFILES); IPR046347 (SUPERFAMILY)	P:GO:0006351; P:GO:0006355; F:GO:0003700; F:GO:0043565	P:DNA-templated transcription; P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3530	hypothetical protein Scep_018632	2814	8	9.42E-204	55.86	5	P:GO:0009436; P:GO:0019481; F:GO:0008453; F:GO:0030170; C:GO:0005739	P:glyoxylate catabolic process; P:L-alanine catabolic process, by transamination; F:alanine-glyoxylate transaminase activity; F:pyridoxal phosphate binding; C:mitochondrion			IPR015421 (G3DSA:3.40.640.GENE3D); IPR015421 (G3DSA:3.40.640.GENE3D); IPR015421 (G3DSA:3.40.640.GENE3D); IPR005814 (PFAM); IPR015422 (G3DSA:3.90.1150.GENE3D); PIRSR038455-2 (PIRSR); PIRSR038455-3 (PIRSR); PTHR45688 (PANTHER); IPR049704 (PROSITE_PATTERNS); IPR005814 (CDD); IPR015424 (SUPERFAMILY); IPR015424 (SUPERFAMILY); IPR015424 (SUPERFAMILY); IPR015424 (SUPERFAMILY); IPR015424 (SUPERFAMILY)	P:GO:0009436; P:GO:0019481; F:GO:0008453; F:GO:0008483; F:GO:0030170; C:GO:0005739	P:glyoxylate catabolic process; P:L-alanine catabolic process, by transamination; F:alanine-glyoxylate transaminase activity; F:transaminase activity; F:pyridoxal phosphate binding; C:mitochondrion
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3531	hypothetical protein GOBAR_AA19682	3489	3	2.5E-183	65.31	4	P:GO:0006751; F:GO:0016746; F:GO:0036374; C:GO:0005886	P:glutathione catabolic process; F:acyltransferase activity; F:glutathione hydrolase activity; C:plasma membrane	EC:2.3; EC:3.4.19.13	Acyltransferases; glutathione gamma-glutamate hydrolase	PR01210 (PRINTS); G3DSA:1.10.246.130:FF:000001 (FUNFAM); PF01019 (PFAM); IPR043138 (G3DSA:1.10.246.GENE3D); IPR000101 (PANTHER); IPR029055 (SUPERFAMILY); IPR029055 (SUPERFAMILY)	P:GO:0006751; F:GO:0036374; C:GO:0005886	P:glutathione catabolic process; F:glutathione hydrolase activity; C:plasma membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g3532	cytochrome P450 71AU50-like	978	13	3.67E-198	87.8	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR001128 (PRINTS); IPR002401 (PRINTS); G3DSA:1.10.630.10:FF:000204 (FUNFAM); IPR036396 (G3DSA:1.10.630.GENE3D); IPR001128 (PFAM); PIRSR000047-1 (PIRSR); PIRSR602403-1 (PIRSR); PIRSR000209-1 (PIRSR); PIRSR000047-2 (PIRSR); PIRSR602399-1 (PIRSR); PIRSR602402-1 (PIRSR); PTHR47943 (PANTHER); IPR017972 (PROSITE_PATTERNS); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3533	cytochrome P450 71AU50-like isoform X2	402	8	2.38E-69	86.31	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR036396 (G3DSA:1.10.630.GENE3D); IPR001128 (PFAM); PTHR47943 (PANTHER); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3534	cytochrome P450 71AU50-like	1509	1	0.0	95.61	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR002401 (PRINTS); IPR001128 (PRINTS); G3DSA:1.10.630.10:FF:000011 (FUNFAM); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PIRSR000047-2 (PIRSR); PIRSR000047-1 (PIRSR); PIRSR602402-1 (PIRSR); PIRSR602403-1 (PIRSR); PIRSR602399-1 (PIRSR); PIRSR000209-1 (PIRSR); PTHR47943 (PANTHER); IPR017972 (PROSITE_PATTERNS); cd11072 (CDD); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3535	cytochrome P450 71AU50-like isoform X3	1518	7	0.0	94.8	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR002401 (PRINTS); IPR001128 (PRINTS); G3DSA:1.10.630.10:FF:000011 (FUNFAM); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PIRSR602403-1 (PIRSR); PIRSR602402-1 (PIRSR); PIRSR000047-1 (PIRSR); PIRSR000047-2 (PIRSR); PIRSR602399-1 (PIRSR); PIRSR000209-1 (PIRSR); PTHR47943 (PANTHER); IPR017972 (PROSITE_PATTERNS); cd11072 (CDD); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3536	serine carboxypeptidase-like 34	261	5	3.08E-22	88.45	4	P:GO:0006508; F:GO:0004185; C:GO:0005576; C:GO:0005773	P:proteolysis; F:serine-type carboxypeptidase activity; C:extracellular region; C:vacuole	EC:3.4.16	Acting on peptide bonds (peptidases)	G3DSA:6.10.250.940 (GENE3D); IPR001563 (PFAM); IPR029058 (SUPERFAMILY)	P:GO:0006508; F:GO:0004185	P:proteolysis; F:serine-type carboxypeptidase activity
true	[INTERPRO, BLASTED]	g3537	receptor-like protein 51	561	1	2.02E-45	75.89						IPR053038 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g3538	cytochrome P450 71AU50-like	1521	6	0.0	93.54	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR002401 (PRINTS); IPR001128 (PRINTS); G3DSA:1.10.630.10:FF:000011 (FUNFAM); IPR036396 (G3DSA:1.10.630.GENE3D); IPR001128 (PFAM); PIRSR602399-1 (PIRSR); PIRSR000209-1 (PIRSR); PIRSR602403-1 (PIRSR); PIRSR000047-2 (PIRSR); PIRSR000047-1 (PIRSR); PIRSR602402-1 (PIRSR); PTHR47943 (PANTHER); IPR017972 (PROSITE_PATTERNS); cd11072 (CDD); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3539	cytochrome P450 71AU50-like	1521	6	0.0	92.65	4	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding			IPR001128 (PRINTS); IPR002401 (PRINTS); G3DSA:1.10.630.10:FF:000011 (FUNFAM); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PIRSR602403-1 (PIRSR); PIRSR602399-1 (PIRSR); PIRSR602402-1 (PIRSR); PIRSR000047-1 (PIRSR); PIRSR000209-1 (PIRSR); PIRSR000047-2 (PIRSR); PTHR47943 (PANTHER); IPR017972 (PROSITE_PATTERNS); cd11072 (CDD); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g3540	probable inactive receptor kinase At5g10020	3171	1	0.0	94.7	4	P:GO:0006468; F:GO:0004672; F:GO:0005515; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:protein binding; F:ATP binding			PR00019 (PRINTS); G3DSA:3.80.10.10:FF:000400 (FUNFAM); G3DSA:3.80.10.10:FF:000383 (FUNFAM); G3DSA:1.10.510.10:FF:000480 (FUNFAM); G3DSA:3.30.200.20:FF:000486 (FUNFAM); G3DSA:3.80.10.10:FF:000095 (FUNFAM); IPR032675 (G3DSA:3.80.10.GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR001611 (PFAM); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); G3DSA:3.30.200.20 (GENE3D); IPR025875 (PFAM); IPR001611 (PFAM); IPR000719 (PFAM); PIRSR000604-2 (PIRSR); PIRSR037281-3 (PIRSR); PIRSR000628-2 (PIRSR); PIRSR037921-2 (PIRSR); PIRSR000624-2 (PIRSR); PIRSR000636-2 (PIRSR); PIRSR000617-2 (PIRSR); PIRSR000556-2 (PIRSR); PIRSR038189-2 (PIRSR); PIRSR630616-2 (PIRSR); PIRSR630616-3 (PIRSR); PIRSR637770-2 (PIRSR); PIRSR000552-2 (PIRSR); PIRSR000632-2 (PIRSR); PIRSR000606-51 (PIRSR); PIRSR000666-2 (PIRSR); IPR053059 (PANTHER); IPR000719 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY); IPR011009 (SUPERFAMILY); SSF52058 (SUPERFAMILY)	P:GO:0006468; F:GO:0004672; F:GO:0005515; F:GO:0005524	P:protein phosphorylation; F:protein kinase activity; F:protein binding; F:ATP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g3541	protein SLOW WALKER 1	582	3	2.08E-108	92.83	3	P:GO:0006364; P:GO:0045943; C:GO:0005730	P:rRNA processing; P:positive regulation of transcription by RNA polymerase I; C:nucleolus			IPR018983 (PFAM); PTHR19924 (PANTHER)	P:GO:0006364; P:GO:0045943; C:GO:0005730	P:rRNA processing; P:positive regulation of transcription by RNA polymerase I; C:nucleolus
true	[INTERPRO, BLASTED, ANNOTATED]	g3542	nuclear transcription factor Y subunit B-3-like	570	1	3.73E-124	95.24	5	P:GO:0006357; F:GO:0000978; F:GO:0001228; F:GO:0046982; C:GO:0016602	P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:protein heterodimerization activity; C:CCAAT-binding factor complex			PR00615 (PRINTS); G3DSA:1.10.20.10:FF:000035 (FUNFAM); IPR009072 (G3DSA:1.10.20.GENE3D); IPR003958 (PFAM); IPR027113 (PANTHER); IPR003956 (PROSITE_PATTERNS); cd22907 (CDD); IPR009072 (SUPERFAMILY)	P:GO:0006355; P:GO:0006357; F:GO:0000978; F:GO:0000981; F:GO:0001228; F:GO:0043565; F:GO:0046982; C:GO:0005634; C:GO:0016602	P:regulation of DNA-templated transcription; P:regulation of transcription by RNA polymerase II; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA-binding transcription activator activity, RNA polymerase II-specific; F:sequence-specific DNA binding; F:protein heterodimerization activity; C:nucleus; C:CCAAT-binding factor complex
